3500	0.021052632
3540	0.042092604
3420	0.063138906
3420	0.084185207
3540	0.105231509
3420	0.126277811
3480	0.147324113
3540	0.168370415
3480	0.189416717
3540	0.210463019
3480	0.231509321
3480	0.252555622
3480	0.273601924
3420	0.294648226
3360	0.315694528
3420	0.33674083
3420	0.357787132
3420	0.378833434
3480	0.399879735
3420	0.420926037
3360	0.441972339
3420	0.463018641
3420	0.484064943
3360	0.505111245
3480	0.526157547
3420	0.547203848
3480	0.56825015
3360	0.589296452
3360	0.610342754
3420	0.631389056
3540	0.652435358
3420	0.67348166
3360	0.694527962
3360	0.715574263
3360	0.736620565
3420	0.757666867
3480	0.778713169
3540	0.799759471
3480	0.820805773
3360	0.841852075
3360	0.862898376
3420	0.883944678
3540	0.90499098
3480	0.926037282
3420	0.947083584
3420	0.968129886
3480	0.989176188
3480	1.010222489
3540	1.031268791
3540	1.052315093
3480	1.073361395
3420	1.094407697
3360	1.115453999
3480	1.136500301
3480	1.157546603
3420	1.178592904
3420	1.199639206
3420	1.220685508
3420	1.24173181
3420	1.262778112
3540	1.283824414
3420	1.304870716
3300	1.325917017
3360	1.346963319
3420	1.368009621
3360	1.389055923
3420	1.410102225
3480	1.431148527
3480	1.452194829
3420	1.47324113
3240	1.494287432
3540	1.515333734
3240	1.536380036
3480	1.557426338
3420	1.57847264
3360	1.599518942
3360	1.620565244
3420	1.641611545
3420	1.662657847
3480	1.683704149
3540	1.704750451
3300	1.725796753
3360	1.746843055
3360	1.767889357
3540	1.788935658
3240	1.80998196
3420	1.831028262
3600	1.852074564
3420	1.873120866
3360	1.894167168
3480	1.91521347
3540	1.936259771
3480	1.957306073
3420	1.978352375
3480	1.999398677
3300	2.020444979
3480	2.041491281
3480	2.062537583
3420	2.083583885
3500	2.104630186
3500	2.125676488
3540	2.14672279
3480	2.167769092
3360	2.188815394
3420	2.209861696
3480	2.230907998
3360	2.251954299
3540	2.273000601
3480	2.294046903
3360	2.315093205
3480	2.336139507
3360	2.357185809
3420	2.378232111
3420	2.399278413
3480	2.420324714
3420	2.441371016
3480	2.462417318
3420	2.48346362
3480	2.504509922
3540	2.525556224
3360	2.546602526
3600	2.567648827
3420	2.588695129
3480	2.609741431
3300	2.630787733
3480	2.651834035
3600	2.672880337
3540	2.693926639
3360	2.71497294
3600	2.736019242
3480	2.757065544
3300	2.778111846
3360	2.799158148
3540	2.82020445
3420	2.841250752
3360	2.862297054
3500	2.883343355
3360	2.904389657
3540	2.925435959
3240	2.946482261
3420	2.967528563
3440	2.988574865
3520	3.009621167
3480	3.030667468
3420	3.05171377
3540	3.072760072
3480	3.093806374
3480	3.114852676
3360	3.135898978
3480	3.15694528
3300	3.177991581
3480	3.199037883
3360	3.220084185
3360	3.241130487
3240	3.262176789
3540	3.283223091
3420	3.304269393
3480	3.325315695
3420	3.346361996
3300	3.367408298
3300	3.3884546
3420	3.409500902
3480	3.430547204
3360	3.451593506
3420	3.472639808
3360	3.493686109
3480	3.514732411
3300	3.535778713
3360	3.556825015
3480	3.577871317
3420	3.598917619
3360	3.619963921
3480	3.641010222
3420	3.662056524
3420	3.683102826
3480	3.704149128
3420	3.72519543
3420	3.746241732
